Data,Rozboje,Bójki i pobicia,Kradzieże z włamaniem,Kradzieże,Wypadki drogowe,Zabici w wypadkach,Ranni w wypadkach,Nietrzeźwi kierujący,Kolizje drogowe
11.04.2008,8,7,48,92,24,1,25,48,138
10.04.2008,5,5,62,89,19,1,20,51,177
09.04.2008,6,2,46,104,19,3,24,35,129
08.04.2008,5,0,58,120,10,0,11,40,147
07.04.2008,7,7,56,133,12,1,15,32,161
06.04.2008,13,14,60,63,10,0,18,33,47
05.04.2008,14,4,49,88,6,0,9,42,64
04.04.2008,8,7,58,114,9,0,10,46,110
03.04.2008,3,1,44,98,9,0,10,31,144
02.04.2008,7,2,53,126,13,4,14,28,197
01.04.2008,11,8,57,110,13,1,11,32,140
25.02.2016,3,2,22,49,6,0,7,11,174
